views,sentiment_score,close,volume,return,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,day,month,year
136915,0.199203187250996,234.55,2511410.0,0.002259646130888941,0.005224450841694895,0.0008539116610865246,0.012425566284838423,0.012115956719545582,9,9,2014
316970,0.046511627906976744,234.9,2041280.0,0.0014899957428692817,0.00356581642193012,0.0005127617555342666,0.011965406456149486,0.012018693161752459,10,9,2014
373363,-0.37533512064343166,230.01,3762330.0,-0.02125994521977312,-0.00040097463673595006,-8.356580388481905e-05,0.015036301003788683,0.012910049924999521,11,9,2014
73804,-0.49504950495049505,233.2,4158350.0,0.01367924528301886,-0.0018529108046584336,0.00038175557370180937,0.012598130257474022,0.013302826961356626,12,9,2014
555884,-0.38937896934897065,232.19,5924820.0,-0.004349885869331112,-0.002721940508804865,0.0008407404419606006,0.01251908307235471,0.012995557001398454,15,9,2014
165032,-0.36363636363636365,240.5,6048810.0,0.034553014553014565,0.0013378538871239819,0.002547327427584231,0.01886786371545408,0.015676558430453253,16,9,2014
136028,-0.2669902912621359,237.34,4742790.0,-0.013314232746271158,0.001865405410630894,0.0024385185099868797,0.018312910128231948,0.01578861966592733,17,9,2014
87127,-0.2173913043478261,238.76,3074850.0,0.0059473948735130995,0.0023922266595772022,0.003808338750636048,0.01837906640728061,0.015143376072560739,18,9,2014
19070,-0.12048192771084336,233.5,5548090.0,-0.02252676659528904,-0.0010387393887311294,0.0012635385165994954,0.020673985263513654,0.016402894865912426,19,9,2014
234730,0.2832538871864715,230.0,3298760.0,-0.015217391304347827,-0.0001755174008132306,-0.0002882460187745903,0.01979647670477316,0.016889056391123817,22,9,2014
248795,-0.03683241252302026,232.79,3304420.0,0.01198505090424843,-0.00041754516920900625,-0.0011352279869337198,0.019608322509960748,0.015851246363540426,23,9,2014
46815,0.0,232.36,3135650.0,-0.0018505766913409294,-6.050100092469448e-05,-0.0013912207548647797,0.01954744562222324,0.01583028217554795,24,9,2014
140826,-0.125,231.2,2793420.0,-0.005017301038062392,-0.0057134032282214016,-0.0021877746705487107,0.012216130487927204,0.015702526856605843,25,9,2014
70018,-0.42016806722689076,232.39,4619220.0,0.005120702267739566,-0.003079841083362727,-0.0006072178363659169,0.012291316380055433,0.015201793756553261,26,9,2014
116665,0.49877149877149873,229.0,5631560.0,-0.0148034934497816,-0.0060442537009762565,-0.001826013520699527,0.012253554523368427,0.01563218520533684,29,9,2014
54194,-0.18181818181818182,232.0,3698040.0,0.01293103448275862,-0.0009788535469694474,-0.0010087964678502884,0.011616640148554807,0.01611060931426895,30,9,2014
108050,-0.09900990099009901,230.0,2679530.0,-0.008695652173913044,-4.717652833590698e-05,-0.00011134696457456867,0.010491384077400943,0.015221127595249939,1,10,2014
52890,0.297029702970297,226.37,3537850.0,-0.016035693775676967,-0.004050140054039536,-0.002233842611624271,0.010480990785063727,0.01522197295040673,2,10,2014
267549,0.1532567049808429,227.73,2643740.0,0.005971984367452621,-0.0029326313313547425,-0.0014965661661397183,0.01115026252109453,0.015360934146476437,3,10,2014
753620,-0.3024530437637512,232.07,3475620.0,0.01870125393200329,0.0004557336643689268,-0.0026288347819262378,0.013719099509614986,0.012883767627746559,6,10,2014
141155,-0.07299270072992702,231.3,2246410.0,-0.0033290099437958574,-0.0007513680801361336,-0.0019156045817494308,0.013611544352046104,0.012517925119473415,7,10,2014
39481,-0.21897810218978103,227.5,4871320.0,-0.016703296703296754,-0.0010227685449240127,-0.0035335111229501345,0.01395308227474296,0.012881955825706923,8,10,2014
351051,0.0,228.47,3447860.0,0.004245634000087534,-0.0022635400424484537,-0.0016211967947089509,0.012847839499775263,0.011786094534169156,9,10,2014
60504,0.09900990099009901,222.3,5580800.0,-0.027755285650022433,-0.004986344824749795,-0.0025167606765428507,0.016056998709512854,0.013280297513500352,10,10,2014
845665,0.6734911889760108,225.53,2911110.0,0.01432181971356356,-0.0006495571834297196,-0.002349848618734627,0.016663464333793582,0.013489617495149616,13,10,2014
292593,0.0,230.3,4896610.0,0.020712114633087322,0.0014561757116609518,-0.0007382278098468949,0.01847278942449278,0.014834599670206419,14,10,2014
96630,-0.25210084033613445,226.61,3116270.0,-0.016283482635364714,-0.003541643797963049,-0.0015429550667970609,0.017747859266298086,0.015380126518344039,15,10,2014
21095,-0.18181818181818182,224.15,4512650.0,-0.010974793664956538,-0.004633898615271718,-0.0026926333477039254,0.017966517056762592,0.015445134659718439,16,10,2014
180627,-0.6024096385542168,228.69,3457610.0,0.019852201670383453,0.0005883154381111694,-0.00021722655340642157,0.0191475521088299,0.0161173296866304,17,10,2014
657354,0.4901757199489114,227.2,3537880.0,-0.0065580985915493365,-0.0009550749321226693,-0.0016093074872855614,0.019238820945063035,0.01573136883455957,20,10,2014
296129,0.056074766355140186,228.24,2310250.0,0.004556607080266476,0.0036609097436328887,-0.0006627175405584529,0.015186449719686352,0.015670759925541896,21,10,2014
35358,0.21897810218978103,225.4,2909900.0,-0.012599822537710751,-0.00018503914940629852,-0.0004172981664180088,0.01544337335372278,0.015436640139591652,22,10,2014
76972,0.15625,224.2,4956200.0,-0.005352363960749408,-0.003908536091382975,-0.0012261801898610107,0.01240931025757956,0.01537265315596584,23,10,2014
96301,-0.5109489051094891,225.88,2493030.0,0.007437577474765393,-0.000519813218507245,-0.002030728508235146,0.011684439642381144,0.014520637673894709,24,10,2014
253554,-0.12740183792815374,227.9,3260300.0,0.008863536638876745,0.0023142339677546526,-0.0011598323237585319,0.01111811324499655,0.014799732263811777,27,10,2014
148701,0.20242914979757085,229.6,3141570.0,0.00740418118466894,0.0005359453269382935,0.0005621303825247318,0.008542694060555814,0.014244156266385108,28,10,2014
117748,0.07299270072992702,233.45,4423520.0,0.016491754122938507,0.0038287814290079852,0.0014368532484426587,0.009714497061307954,0.014850849737293968,29,10,2014
111227,0.5405405405405405,235.96,6195750.0,0.010637396168842258,0.004697465584518812,0.004179187664075851,0.010056291051605252,0.012385798433498824,30,10,2014
41640,-0.08403361344537814,239.9,4992590.0,0.01642350979574822,0.008843655917870093,0.004329308384231898,0.00735687450376889,0.012530083704068716,31,10,2014
312787,0.3691489361702127,240.3,1517640.0,0.001664585934248879,0.009846077331441277,0.0029687706200291516,0.005287087090072964,0.011615071416850512,3,11,2014
181064,0.2589375208820581,239.88,5601670.0,-0.0017508754377189258,0.008533441201086374,0.004006813991289565,0.006884125290400981,0.010341733299050379,5,11,2014
180584,-0.42016806722689076,239.21,4736410.0,-0.0028008862505747565,0.006867095074021875,0.0045906645208882635,0.008095967473180496,0.009637637332624417,6,11,2014
118719,0.25210084033613445,239.02,8463260.0,-0.0007949125596184324,0.005695795967695107,0.003115870647316701,0.008583729223295264,0.008651955672069243,7,11,2014
268401,0.3268227222012353,239.86,3570780.0,0.003502042858334042,0.0038401229298944692,0.0038344521794512277,0.007144200766188404,0.008192242093094743,10,11,2014
28955,-0.46875,239.34,4508050.0,-0.0021726414306008617,0.002010117558545452,0.003353791571532132,0.006742225172762639,0.00834264290310487,11,11,2014
40125,-0.07299270072992702,237.23,4176190.0,-0.00889432196602459,-0.001606715550279235,0.003618470183795429,0.003922927373856596,0.007841279787845813,12,11,2014
33646,-0.21897810218978103,231.5,5047940.0,-0.024751619870410323,-0.005380459236659121,0.0022328090473910786,0.009288284267427283,0.010730327411637696,13,11,2014
17642,-0.27027027027027023,233.79,4164080.0,0.009795115274391515,-0.0037310319920719143,0.00240120460450723,0.010921792125042466,0.010836267115178228,14,11,2014
368671,0.45504484528874767,233.97,1791880.0,0.0007693294012053119,-0.0032210011846747623,0.0018230469446735562,0.011055017118440336,0.010679752439983668,17,11,2014
97008,-0.36363636363636365,235.7,4850340.0,0.007339838778107721,-0.0020588938507138835,0.0018184510584906119,0.011757780413038632,0.010677179458112458,18,11,2014
346050,0.07299270072992702,235.0,3124540.0,-0.0029787234042552707,-0.002984717602512357,0.0004277026636910564,0.011499234926993921,0.009855325073620634,19,11,2014
15463,-0.21897810218978103,235.8,4608280.0,0.0033927056827820668,-0.002189668014886224,-8.977522817038585e-05,0.01175430245031239,0.00946028562856217,20,11,2014
13879,0.0,240.4,7843450.0,0.019134775374376016,0.001814488748028148,0.00010388659887445669,0.013702362072187307,0.00984429061086394,21,11,2014
173044,1.1137334414706677,237.62,3158270.0,-0.011699351906405189,0.003679098457171739,-0.000850680389743691,0.009823922626923016,0.01031785096922698,24,11,2014
131369,-0.36363636363636365,237.01,2431410.0,-0.002573731066199796,0.001912120408515837,-0.000909455791778039,0.009651368383528395,0.010325714059645061,25,11,2014
58799,-0.09900990099009901,238.0,4222580.0,0.004159663865546256,0.0023964539034216866,-0.000412273640626538,0.009669513067818405,0.01039497890840369,26,11,2014
80626,-0.36144578313253006,233.66,4020190.0,-0.018573996405032968,-0.001305522551312698,-0.0016822082010132906,0.012113265608638204,0.01147521111849221,27,11,2014
87093,0.36363636363636365,233.74,5127800.0,0.00034226063147091857,-0.0008310962604946708,-0.0019079069315035139,0.01210184041387744,0.011396203716594878,28,11,2014
349806,-0.2735482907896701,233.5,10316100.0,-0.0010278372591006814,-0.0014626023950493493,-0.0018261352049677867,0.011959193483093431,0.011398265031983271,1,12,2014
385075,-0.136986301369863,232.75,6439860.0,-0.00322234156820623,-0.00465647624398967,-0.0014209937479807608,0.0078056897243495545,0.01122722641387211,2,12,2014
220283,-0.45161290322580644,230.45,8890610.0,-0.009980472987632941,-0.004410922112736491,-0.0003659118277823764,0.0075707058053542595,0.009413655253044948,3,12,2014
319868,0.0,228.3,6370370.0,-0.009417433201927188,-0.0053885938464118335,-0.001738236718947998,0.007734042782403314,0.009216780168717603,4,12,2014
35755,-0.08403361344537814,221.95,4806410.0,-0.028610047307952344,-0.010069981156911633,-0.003836763626744973,0.010436725795928798,0.011630498305172196,5,12,2014
1014505,0.4113407934575647,212.2,7582440.0,-0.045947219604147035,-0.013980441613927929,-0.007642982082620313,0.01713362935085424,0.015699197081332356,8,12,2014
81956,-0.5405405405405405,213.35,7199030.0,0.005390203890321095,-0.01325930686266362,-0.007045201561579144,0.01792488674408333,0.016045963074504135,9,12,2014
59287,-0.5882352941176471,213.5,4611170.0,0.0007025761124122047,-0.01301210495244749,-0.00723735367374842,0.01813241551653287,0.015927019471068428,10,12,2014
144173,-0.5454545454545454,208.0,7303450.0,-0.026442307692307692,-0.016329242970176273,-0.010492859607082971,0.018166883794874758,0.0147352897807367,11,12,2014
494225,-0.3125,210.75,7098610.0,0.013048635824436536,-0.013039370282737774,-0.008725146197737132,0.021319803184604916,0.016008826838551576,12,12,2014
344081,0.010734756736561046,201.5,8782990.0,-0.04590570719602978,-0.018251980853323857,-0.011820287349867845,0.02450878263717692,0.0186920563202088,15,12,2014
120344,-0.6930693069306931,200.65,12196960.0,-0.004236232245203061,-0.014770007272931105,-0.012419994214921367,0.024523340060725745,0.01826984185367922,16,12,2014
102426,0.21897810218978103,194.65,10755000.0,-0.030824556896994603,-0.012609626886195043,-0.013295034250061486,0.021838133838853288,0.018870752769908107,17,12,2014
55175,0.09900990099009901,196.9,13451330.0,0.01142712036566785,-0.01174721024685979,-0.012503258554761703,0.0227668966946534,0.01970123273373393,18,12,2014
179361,-0.297029702970297,194.15,7712830.0,-0.014164305949008499,-0.013871050541348464,-0.013441577746897975,0.02209547389058256,0.019423516693823507,19,12,2014
592427,-0.44963304318143027,198.9,9365290.0,0.023881347410759174,-0.006681956955196055,-0.011505599962686162,0.02528070864428068,0.02173378232566643,22,12,2014
45458,-0.136986301369863,196.65,4593370.0,-0.011441647597254004,-0.010180568872580417,-0.011609969577659097,0.023742934891160094,0.02172940297901308,23,12,2014
163427,0.0,193.2,3504880.0,-0.017857142857142946,-0.0061736311098822974,-0.012212805981603079,0.01849602286865622,0.021780906588680194,24,12,2014
40932,0.2173913043478261,195.0,1713440.0,0.009230769230769289,-0.004249773756171962,-0.009509890514551533,0.019408978237830006,0.021936936642230967,25,12,2014
160682,-0.5109489051094891,196.75,2007450.0,0.008894536213468869,0.0014243824024656772,-0.005592622241864684,0.015818934151976244,0.01971370776917408,26,12,2014
901720,-0.4849137931034483,201.8,5206380.0,0.025024777006937615,0.003366904779789929,-0.0041901527335349315,0.01794408989355932,0.02119771275563391,29,12,2014
343213,-0.10733452593917711,195.8,3516390.0,-0.030643513789581203,0.0010127322311366854,-0.006429159155105889,0.0213795560274034,0.022269532062947864,30,12,2014
841971,0.1893379169822706,196.75,3054380.0,0.004828462515883042,-0.0017091084681313332,-0.004195532711663694,0.01907109425020063,0.02166790868827733,5,1,2015
319937,0.0,200.3,3351110.0,0.01772341487768353,0.0024573290282883142,-0.0038616199221460515,0.01976371275513514,0.02198775081444367,6,1,2015
286266,-0.1692462311557789,214.95,5965920.0,0.0681553849732495,0.014744833004058664,0.004285600947088182,0.029411742440977027,0.025979960065900438,8,1,2015
236262,-0.36764705882352944,206.6,4373540.0,-0.040416263310745375,0.007652399783842282,0.0017013130138351597,0.036172104687080806,0.02856382008872857,9,1,2015
951412,-1.9818754353378223,204.0,3142690.0,-0.012745098039215658,0.0045610234620302075,0.0029927029322479415,0.03696427488478848,0.027363665665868356,12,1,2015
130414,-0.5109489051094891,204.9,3118610.0,0.004392386530014669,0.001613539108184072,0.0024902219439870005,0.03586687256997321,0.027261267930721055,13,1,2015
605384,-0.15625,209.5,3145770.0,0.021957040572792335,0.009127904017094578,0.005070318124115631,0.033408272722998844,0.027273098410033055,14,1,2015
326421,-0.08403361344537814,219.9,9179770.0,0.0472942246475671,0.015194441464478015,0.00674266649817334,0.03623359126337457,0.029167333719001383,15,1,2015
114544,0.0,226.0,5762150.0,0.02699115044247785,0.016518403688020062,0.009487866358154188,0.03650966839858798,0.029132799045203845,16,1,2015
293106,0.005113187375075545,225.3,9138130.0,-0.003106968486462444,0.006338067479489783,0.010541450241774221,0.028841630787670883,0.028323270579952913,19,1,2015
97879,-0.12195121951219513,227.0,8175330.0,0.007488986784140919,0.013181674635902111,0.010417037209872195,0.02032465848084518,0.02833329446822429,20,1,2015
193933,0.07299270072992702,234.6,5929330.0,0.03239556692242112,0.019630341058993077,0.012095682260511642,0.01772206477424196,0.02892612653302209,21,1,2015
87982,-0.10989010989010989,241.8,9392470.0,0.02977667493796533,0.023256667974414603,0.012435103541299336,0.01664897686470232,0.029116758941667743,22,1,2015
58788,0.0,243.9,7516960.0,0.008610086100860986,0.021349960192710123,0.01523893210490235,0.01756186764503486,0.026413889978214113,23,1,2015
445469,-0.9950657894736842,237.25,4026100.0,-0.028029504741833532,0.010589427422795747,0.01289193444363688,0.021622590084453334,0.028765201689305988,26,1,2015
267633,-0.5454545454545454,239.0,6517270.0,0.007322175732217573,0.007779573892758565,0.01214898879038931,0.02037813325329865,0.028765136778413955,27,1,2015
48012,-0.46875,231.5,6896170.0,-0.032397408207343416,0.0035952253612041396,0.004966646420346962,0.025379524445892285,0.026138816855179874,28,1,2015
142820,0.0,226.55,4169590.0,-0.02184948135069516,-0.0005959843723438713,0.00629284513177912,0.027000091404226684,0.024046371349978356,29,1,2015
198462,-0.45161290322580644,229.35,6764140.0,0.012208415086112853,-0.0034798632061021945,0.008075238926445443,0.023774364708587542,0.0234439386574517,30,1,2015
289889,0.40015243902439024,230.55,7699860.0,0.0052049446974626636,-0.0069901103833168625,0.00813327879554887,0.019470054853798758,0.02343512387501359,2,2,2015
59672,0.15625,238.35,13897040.0,0.032724984266834414,-0.003545124931034944,0.00890241763083759,0.024239586614393394,0.024091235157090773,3,2,2015
91199,0.07299270072992702,239.0,7528100.0,0.002719665271966551,0.0008476136423650677,0.005718520532580408,0.02171802259172707,0.02142502799315012,4,2,2015
58761,0.297029702970297,251.0,9082730.0,0.04780876494023904,0.0066314121006538496,0.007205492996706207,0.028164098117083782,0.023624502257809956,5,2,2015
95921,-0.18181818181818182,261.0,12580320.0,0.038314176245210725,0.016733067022447295,0.01016414619182572,0.02424026691473321,0.02479822403611343,6,2,2015
380426,0.3414983014482389,257.0,8449530.0,-0.01556420233463035,0.01763096402474227,0.008517489826199199,0.02263625512445206,0.025737141164114755,9,2,2015
52517,0.09900990099009901,257.05,5311240.0,0.00019451468585882656,0.015914692538991696,0.006217414666444751,0.023552801992621133,0.02486308689283209,10,2,2015
37465,-0.49504950495049505,265.35,8593430.0,0.03127944224609011,0.01963962076022419,0.006324755188453664,0.02363845064431047,0.024975611707240587,11,2,2015
145577,-0.6024096385542168,274.05,12838040.0,0.0317460317460317,0.01949977040010951,0.007977322734537285,0.023550865642885957,0.025887240981845135,12,2,2015
65004,-0.09900990099009901,290.2,9921190.0,0.05565127498277043,0.027061428930224358,0.013954521286294711,0.02566764575807389,0.02658524410870326,13,2,2015
147250,0.5364920358387257,279.7,8148830.0,-0.037540221666070794,0.014868716557894377,0.010750064329274113,0.03330478918480189,0.029938447854121496,16,2,2015
75000,0.36363636363636365,275.95,8881110.0,-0.01358941837289364,0.007453917326736612,0.012093492174591955,0.0329913499425362,0.028226388953403,17,2,2015
53722,0.0,281.45,5222100.0,0.019541659264523007,0.012469040412329949,0.015050002218536111,0.03154571941814307,0.0265133549103615,18,2,2015
109691,0.08403361344537814,275.75,6884540.0,-0.020670897552130512,0.00948826723547433,0.012701479887233013,0.03380382356826099,0.028187755272406877,19,2,2015
103312,0.07299270072992702,274.0,4306720.0,-0.006386861313868613,0.0041073667269087965,0.011873493743566494,0.03273804283790245,0.028592243421092477,20,2,2015
728245,-2.2372778442423282,268.65,3530670.0,-0.01991438674855769,-0.003272693058032545,0.008113538671038487,0.03125851497893456,0.029095963253105307,24,2,2015
146190,-0.5109489051094891,263.45,4408940.0,-0.01973809071930153,-0.014042602444042826,0.006509413243090766,0.0175580334193008,0.030020595931601186,25,2,2015
27332,0.07299270072992702,263.85,5649110.0,0.001516012886109661,-0.008463140365159903,0.0032027880963672382,0.014842095806523257,0.02757129940245449,26,2,2015
118922,-0.08403361344537814,265.85,3401710.0,0.007523039307880383,-0.005447074982192186,0.001003421172272214,0.0157444673305995,0.025721031717962795,27,2,2015
581077,-0.703600114744693,269.7,4296220.0,0.01427512050426387,-0.006199437662229204,0.0031348013750503723,0.014421600220287238,0.025477715838933893,2,3,2015
34718,0.625,277.0,6066710.0,0.026353790613718453,0.0005183749328920761,0.005003321084183203,0.017235050502205664,0.026194654636168564,3,3,2015
19811,0.25210084033613445,264.95,6671450.0,-0.0454802792979808,-0.005066399064838236,-0.0004795161689647195,0.024604023363633123,0.02822625266418813,4,3,2015
88830,0.0,269.6,6583610.0,0.01724777448071229,0.00024248111077176105,-0.001515105973630392,0.02487407598217267,0.027200302686325794,5,3,2015
47759,0.09900990099009901,263.5,3632710.0,-0.023149905123339743,-0.0002449209469479835,-0.007143761695495404,0.025359533031680745,0.022144036825820092,6,3,2015
